#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Mon Nov 16 18:32:36 PST 2020,8,8,BasicCurrySuite,ClassRegistryProvided+ LoadLispChecker+ MainClassProvided+ TestLispFileProvided+ , ,CurryOnceChecker- CurryTwiceChecker- CurryTwoArgsChecker- ,BasicAndChecker BasicOrChecker ClassRegistryA3Provided CombinationChecker CondChecker DerivedSafeChecker EvalChecker ExtraCondChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 NotChecker OperationRegistryProvided PlusGeneratorChecker QuoteChecker TimesGeneratorChecker VariableArgumentAndChecker VariableArgumentOrChecker ,
1,Mon Nov 16 18:32:36 PST 2020,17,9,RelationalSuite,ClassRegistryProvided GreaterChecker+ GreaterOrEqualChecker+ LessChecker+ LessOrEqualChecker+ LoadLispChecker MainClassProvided TestLispFileProvided , ,CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker ,BasicAndChecker BasicOrChecker ClassRegistryA3Provided CombinationChecker CondChecker DerivedSafeChecker EvalChecker ExtraCondChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 NotChecker OperationRegistryProvided PlusGeneratorChecker QuoteChecker TimesGeneratorChecker VariableArgumentAndChecker VariableArgumentOrChecker ,
2,Mon Nov 16 18:32:37 PST 2020,29,12,LispLambdaSuite,ClassRegistryProvided GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker+ LispLambdaChecker2+ LispLambdaChecker3+ LoadLambdaChecker+ LoadLambdaChecker2+ LoadLambdaChecker3+ LoadLispChecker MainClassProvided TestLispFileProvided , ,CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker ,BasicAndChecker BasicOrChecker ClassRegistryA3Provided CombinationChecker CondChecker DerivedSafeChecker EvalChecker ExtraCondChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispSetqChecker LispSetqChecker2 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 ListChecker ListChecker2 LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 NotChecker OperationRegistryProvided PlusGeneratorChecker QuoteChecker TimesGeneratorChecker VariableArgumentAndChecker VariableArgumentOrChecker ,
3,Mon Nov 16 18:32:38 PST 2020,29,0,FuncallSocialDistanceSuite,ClassRegistryProvided GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker MainClassProvided TestLispFileProvided , ,CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker+ ,BasicAndChecker BasicOrChecker ClassRegistryA3Provided CombinationChecker CondChecker EvalChecker ExtraCondChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispSetqChecker LispSetqChecker2 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 ListChecker ListChecker2 LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 NotChecker OperationRegistryProvided PlusGeneratorChecker QuoteChecker TimesGeneratorChecker VariableArgumentAndChecker VariableArgumentOrChecker ,
4,Mon Nov 16 18:32:39 PST 2020,44,15,BasicOperationSuite,ClassRegistryProvided CombinationChecker+ CondChecker+ EvalChecker+ ExtraCondChecker+ GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 ListChecker+ ListChecker2+ LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker MainClassProvided QuoteChecker+ TestLispFileProvided , ,CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker ,BasicAndChecker BasicOrChecker ClassRegistryA3Provided LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispSetqChecker LispSetqChecker2 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 NotChecker OperationRegistryProvided PlusGeneratorChecker TimesGeneratorChecker VariableArgumentAndChecker VariableArgumentOrChecker ,
5,Mon Nov 16 18:32:40 PST 2020,48,4,LispSetqSuite,ClassRegistryProvided CombinationChecker CondChecker EvalChecker ExtraCondChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker+ LispSetqChecker2+ ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker MainClassProvided QuoteChecker TestLispFileProvided , ,CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker LoadSetqChecker+ LoadSetqChecker2+ LoadSetqChecker3+ ,BasicAndChecker BasicOrChecker ClassRegistryA3Provided LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 NotChecker OperationRegistryProvided PlusGeneratorChecker TimesGeneratorChecker VariableArgumentAndChecker VariableArgumentOrChecker ,
6,Mon Nov 16 18:32:44 PST 2020,48,0,LispToStringSuite,ClassRegistryProvided CombinationChecker CondChecker EvalChecker ExtraCondChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker MainClassProvided QuoteChecker TestLispFileProvided , ,CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker LispIsListChecker+ LispIsListChecker2+ LispIsListChecker3+ LispIsListChecker4+ LispToStringChecker+ LispToStringChecker2+ LispToStringChecker3+ LispToStringChecker4+ LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 ,BasicAndChecker BasicOrChecker ClassRegistryA3Provided NotChecker OperationRegistryProvided PlusGeneratorChecker TimesGeneratorChecker VariableArgumentAndChecker VariableArgumentOrChecker ,
7,Mon Nov 16 18:32:46 PST 2020,48,0,BasicFunctionExpressionSuite,ClassRegistryProvided CombinationChecker CondChecker EvalChecker ExtraCondChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker MainClassProvided QuoteChecker TestLispFileProvided , ,CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 PlusGeneratorChecker+ TimesGeneratorChecker+ ,BasicAndChecker BasicOrChecker ClassRegistryA3Provided NotChecker OperationRegistryProvided VariableArgumentAndChecker VariableArgumentOrChecker ,
8,Mon Nov 16 18:32:47 PST 2020,59,11,LogicalSuite,BasicAndChecker+ BasicOrChecker+ ClassRegistryProvided CombinationChecker CondChecker EvalChecker ExtraCondChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker MainClassProvided NotChecker+ QuoteChecker TestLispFileProvided VariableArgumentAndChecker+ VariableArgumentOrChecker+ , ,CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 PlusGeneratorChecker TimesGeneratorChecker ,ClassRegistryA3Provided OperationRegistryProvided ,
9,Mon Nov 16 18:32:50 PST 2020,63,4,A6RequiredClassesSuite,BasicAndChecker BasicOrChecker ClassRegistryA3Provided+ ClassRegistryProvided CombinationChecker CondChecker EvalChecker ExtraCondChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker MainClassProvided NotChecker OperationRegistryProvided+ QuoteChecker TestLispFileProvided VariableArgumentAndChecker VariableArgumentOrChecker , ,CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 PlusGeneratorChecker TimesGeneratorChecker , ,
10,Mon Nov 16 18:33:30 PST 2020,63,0,LispSetqSuite,BasicAndChecker BasicOrChecker ClassRegistryA3Provided ClassRegistryProvided CombinationChecker CondChecker EvalChecker ExtraCondChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker MainClassProvided NotChecker OperationRegistryProvided QuoteChecker TestLispFileProvided VariableArgumentAndChecker VariableArgumentOrChecker , ,CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 PlusGeneratorChecker TimesGeneratorChecker , ,
11,Mon Nov 16 18:34:06 PST 2020,65,2,LispSetqSuite,BasicAndChecker BasicOrChecker ClassRegistryA3Provided ClassRegistryProvided CombinationChecker CondChecker EvalChecker ExtraCondChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadSetqChecker+ LoadSetqChecker2+ MainClassProvided NotChecker OperationRegistryProvided QuoteChecker TestLispFileProvided VariableArgumentAndChecker VariableArgumentOrChecker , ,CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 LoadLispChecker- LoadSetqChecker3 PlusGeneratorChecker TimesGeneratorChecker , ,
12,Mon Nov 16 18:36:37 PST 2020,70,5,LispSetqSuite,BasicAndChecker BasicOrChecker ClassRegistryA3Provided ClassRegistryProvided CombinationChecker CondChecker EvalChecker ExtraCondChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker+ LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3+ MainClassProvided NotChecker OperationRegistryProvided QuoteChecker TestLispFileProvided VariableArgumentAndChecker VariableArgumentOrChecker , ,CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 PlusGeneratorChecker TimesGeneratorChecker , ,
13,Mon Nov 16 18:36:38 PST 2020,70,0,LispToStringSuite,BasicAndChecker BasicOrChecker ClassRegistryA3Provided ClassRegistryProvided CombinationChecker CondChecker EvalChecker ExtraCondChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker OperationRegistryProvided QuoteChecker TestLispFileProvided VariableArgumentAndChecker VariableArgumentOrChecker , ,CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 PlusGeneratorChecker TimesGeneratorChecker , ,
14,Mon Nov 16 18:36:39 PST 2020,70,0,LispToStringSuite,BasicAndChecker BasicOrChecker ClassRegistryA3Provided ClassRegistryProvided CombinationChecker CondChecker EvalChecker ExtraCondChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker OperationRegistryProvided QuoteChecker TestLispFileProvided VariableArgumentAndChecker VariableArgumentOrChecker , ,CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 PlusGeneratorChecker TimesGeneratorChecker , ,
15,Mon Nov 16 18:36:40 PST 2020,70,0,BasicFunctionExpressionSuite,BasicAndChecker BasicOrChecker ClassRegistryA3Provided ClassRegistryProvided CombinationChecker CondChecker EvalChecker ExtraCondChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker OperationRegistryProvided QuoteChecker TestLispFileProvided VariableArgumentAndChecker VariableArgumentOrChecker , ,CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker DerivedSafeChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 PlusGeneratorChecker TimesGeneratorChecker , ,
